ID,Barack Obama,Michael Jackson,Eminem,Justin Bieber,Lady Gaga,Adolf Hitler,Lil Wayne,Rihanna,Miley Cyrus,Kim Kardashian,Selena Gomez,Steve Jobs,Nicki Minaj,Abraham Lincoln,Mark Zuckerberg,Taylor Swift,Tupac Shakur,Mila Kunis,Katy Perry,Johnny Depp,William Shakespeare,Cristiano Ronaldo,Angelina Jolie,Albert Einstein,Megan Fox,John F. Kennedy,Jay-Z,Kanye West,Nelson Mandela,Michael Jordan,Beyoncé,Britney Spears,Will Smith,Lionel Messi,Arnold Schwarzenegger,Leonardo Da Vinci,Kristen Stewart,Demi Lovato,Bill Gates,Bruce Lee,George Bush,John Cena,Leonardo DiCaprio,John Lennon,Stephen Hawking,Elvis Presley,Heath Ledger,Osama bin Laden,Charlie Sheen,Jennifer Aniston,Bob Marley,Brad Pitt,Jesus Christ,Tom Cruise,Scarlett Johansson,Sarah Palin,Robert Pattinson,Mariah Carey,Amy Winehouse,Muhammad Ali,Jennifer Lopez,Natalie Portman,Mark Wahlberg,Ronald Reagan,Justin Timberlake,Charles Manson,Sasha Grey,Emma Watson,Freddie Mercury,Bruno Mars,George Washington,Zooey Deschanel,Che Guevara,Whitney Houston,Kobe Bryant,Franklin D. Roosevelt,Snoop Dogg,Shakira,Neil Patrick Harris,LeBron James,Ryan Reynolds,Isaac Newton,Shahrukh Khan,Sylvester Stallone,Christian Bale,Lindsay Lohan,Triple H,Bill Clinton,Margaret Thatcher,Macaulay Culkin,Channing Tatum,Kaley Cuoco,Taylor Lautner,Adam Sandler,Emma Stone,Kurt Cobain,Jackie Chan,Ashton Kutcher,Salman Khan,Vanessa Hudgens,Joseph Stalin,Nikola Tesla,Kesha,Sandra Bullock,Dr. Dre,Christina Aguilera,Avril Lavigne,Elizabeth Taylor,Brittany Murphy,Jim Carrey,Sunny Leone,Manny Pacquiáo,David Beckham,Thomas Jefferson,Mitt Romney,Winston Churchill,Roger Federer,Ernest Hemingway,Julius Caesar,Muhammad,Richard Nixon,Warren Buffett,Benjamin Franklin,Theodore Roosevelt,Jenna Jameson,Mike Tyson,Charles Darwin,Al Capone,Edgar Allan Poe,Malcolm X,Walt Disney,John McCain,Sigmund Freud,Michael Phelps,Galileo Galilei,Sachin Tendulkar,Aristotle,Oprah Winfrey,Tiger Woods,Neil Armstrong,Rafael Nadal,Spartacus,Shaquille O'Neal,Karl Marx,Paris Hilton,Hugh Hefner,Marie Antoinette,Ted Bundy,Ronaldo,Usain Bolt,Fedor Emelianenko,Fidel Castro,Charles Dickens,Ronaldinho,Anne Boleyn,Jimmy Carter,Hulk Hogan,Genghis Khan,Mother Teresa,Plato,Jeffrey Dahmer,CM Punk,Fernando Torres,Napoleon Bonaparte,Friedrich Nietzsche,Randy Orton,Dwight D. Eisenhower,Queen Victoria,Donald Trump,Stephen King,Simon Cowell,Rosa Parks,Mao Zedong,Kim Jong-il,Amelia Earhart,Steve Wozniak,Oscar Wilde,Anne Frank,Mahatma Gandhi,Gautama Buddha,Guy Fawkes,John Adams,Michelle Obama,Martin Luther,Benito Mussolini,Saddam Hussein,Joe Biden,Helen Keller,J. Edgar Hoover,Wayne Rooney,Vladimir Putin,Shawn Michaels,Pope Benedict XVI,Socrates,Magic Johnson,Jeff Hardy,Mark Twain,Jacqueline Kennedy Onassis,Lyndon B. Johnson,Jane Austen,Kaká,Ayn Rand,Rosie Huntington-Whiteley,Bear Grylls,Howard Hughes,Heidi Klum,Joseph Kony,Ron Paul,Miranda Kerr,Lance Armstrong,Zlatan Ibrahimovi?,Harry S. Truman,Adriana Lima,Marie Curie,Dr. Seuss,Chris Jericho,Jesse James,Jeremy Clarkson,Woodrow Wilson,Ed Gein,Gisele Bündchen,Pablo Escobar,Hillary Rodham Clinton,Vladimir Lenin,Babe Ruth,Serena Williams,Pocahontas,Neymar da Silva,Rupert Murdoch,Nicolaus Copernicus,SIR Richard Branson,Thierry Henry,Robert F. Kennedy,Harry Houdini,Novak Djokovic,Ulysses S. Grant,Julian Assange,Maria Sharapova,Ted Kennedy,Nostradamus,Julia Child,Lee Harvey Oswald,Tyra Banks,Vince McMahon,Zinedine Zidane,Henry Ford,Wladimir Klitschko,Jackie Robinson,Bam Margera,Josef Mengele,Charlemagne,Noam Chomsky,Grigori Rasputin,Pelé,Christopher Hitchens,Kurt Angle,Alan Turing,Ryan Giggs,Aleister Crowley,Allen Iverson,Lamar Odom,Conan O'Brien,Carlos Slim Helú,Zodiac Killer,Augustus,Dwyane Wade,Nero,Simon Pegg,Dennis Rodman,Moses,Voltaire,Roger Ebert,Roald Dahl,Monica Lewinsky,Tutankhamun,Robin van Persie,George Orwell,Stephen Colbert,Carl Sagan,Didier Drogba,Dalip Singh,Immanuel Kant,Confucius,Tera Patrick,Jim Jones,Caligula,Alex Ferguson,Frederick Douglass,David Cameron,Linda Lovelace,Andrew Murray,Yao Ming,Diego Maradona,Herbert Hoover,Niccolò Machiavelli,Kim Jong-un,Kevin Durant,Wilt Chamberlain,Kate Moss,race,gender,political orientation
143,,,,,,,,,,0,,75,,,,,0,,,,40,,,,,100,,0,90,,,5,,,,,20,,,,,,,,,,,,10,,,20,,,,,,0,0,,20,,25,20,,0,,,,,,,,0,,80,,,,,,,,,,,,,60,,,,0,,,,,,,,,,0,,,,,,,,,,10,,,100,,,,,,,100,,,,,,,,,,,,,,,80,,,,10,,,,,,,,,,,,,,,0,0,,,,,,,,,,60,,,,,,,,,,,100,,,,,,,,,,75,,,5,,,30,,,,,,,,,,,,,,20,,,90,,,40,,,,,,,,,,,,30,,0,,,,,,,,,,,,,,,80,,80,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,100,,,,,,,,,,,,,,,,,White,Male,Democrat
146,,,,,,,,,,,10,,,100,,,,,,,,,,,,,,,95,,,,,,70,60,,0,,,,,15,,,,,,,10,,,,,,,,,10,,,,5,,,,,,,,,0,,,,,,,,15,,,,10,,0,,,,5,,,0,,,15,35,55,,,,,,20,,,,,,,,,15,80,,,15,,,,,70,,,,,,,,,,,,,,,,30,,,,,,,,,10,,20,,,,,,,,,,,,40,,,,,,90,,,,,,,,50,,,,,,,,,,,,75,,,,75,10,,,,,,,,,10,,,10,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,55,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,60,,,,,White,Male,Democrat
154,,,,,,,,,1,,,,,,,,,,,,71,,,96,,,,,,,0,,,,,,,,,,,,,,,,37,,,,,16,,,,,,,,,0,,5,,0,,,17,,,,,46,,,84,,,,,,89,,0,,,,90,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,0,,,,36,,,,,,99,,84,80,,,,92,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,100,,,,,,,,,,76,,,,,,,,,,,,,30,,,,,,,0,,,,,,,,,10,,9,,,,50,,,,,80,,,,,,,27,,80,,,,,,,,,,,,,,,78,,,,,0,,,,,,78,,,,,,40,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,White,Male,Democrat
165,,,,28,,,,,,,,64,,,,,,,,,,,,,,,,25,,47,,,,,,,,,,,,,,,,,53,,26,,,,53,,,,34,,,,,48,,,35,,,,,,,,,,,,,38,,,59,,40,,,,,,,,,43,,,,,,,,,,,,,,,52,,,37,,,,,,,,,,,,,,67,,,45,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,41,,,,,,,,20,,,56,,,,,,54,,,,,,,,,10,,,52,,,59,,,,,,,,,,,,,,,48,,,,,,,,,,,57,,,46,,,29,,,,65,,,,15,46,,,,,,46,,,,,,,52,,28,,,45,,,,45,,,,6,,,,,,,,,,,,,,,59,,,57,,,,,,,48,,,,,,,,,,,White,Male,Democrat
168,,37,,,,,,,,,,,,,70,,,,14,,,,,,28,,61,,,,,,,,67,55,,,,,,20,,,,60,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,31,,,,51,,,,,20,,,,,,,,61,,,,,58,,,,,,,,,,,,,,,,,85,,,,,,21,,,46,,,,,,,19,,,,83,,,,,40,,,,,,,,,31,,,,,,,57,,,46,,,,44,,,20,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,35,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,42,,,,,,,,,,,,70,,54,,,White,Male,Democrat
171,,,,,,,56,,,,,86,,,,,74,,,,,,,73,,93,,,,89,,,,,38,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,57,44,,,,,,,,,,,,,,,,,,,27,,,,,92,58,,,,,,,,,,,,20,,62,,79,,,,,,,,,,,,,,,,71,,47,,,,84,,,,6,38,,,,,,72,,,,,,,,,,,,,59,,,62,,,,37,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,91,,,,16,11,61,,,,,,,,,,,,,,,,,,,,,,,,,,,64,80,,,,,,,54,,,,,61,58,,,,,,,,,69,,,,,,,,White,Male,Democrat
179,,,,,,0,0,,,0,,35,,,,,,,,,,,,,0,80,,,,,15,,,,71,,,,75,,,,,,,,,,,0,,0,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,0,,,,,,,,,70,,,,,,,,,,,,10,,,,,,70,,,,,,0,,,,,,,,,,,100,,,71,,,,100,,,,,,0,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,100,,,34,,,,,,,,,,,0,,,,0,,,,,,,,,,,,0,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,100,,,,,,,,,,,,40,,,,,0,White,Male,Democrat
186,,,,0,,,20,,,0,,,8,,,,,70,,,,,,,40,85,,0,,,,,,,,80,53,,,,,,,,,5,,,,,,90,,,,,,,,,,,,,,,,,,40,,,,10,,,,40,95,,100,,,,,,,,40,,,,,,,,,,,60,80,70,,,,,,,,96,,,,,,100,,,,,,,,,,75,80,40,20,,,10,,,70,,,,19,,,25,,,0,,,30,,,,90,,,,,,,,,,,,,,,,5,,,,95,,,,,,,95,,,,,,,,,,,,,,,,,,,,40,15,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,100,,,,White,Male,Democrat
189,,,,,,,,,,,,,10,80,,25,,,,,,,,,,90,,,60,30,,,,,,,,20,,,,,,,,,,,,,,50,,,,,,,,,20,,40,,,,,,,,,,,,,,,10,,,,,,,,,,,,,30,,,,,,,55,,,,,,,,,,,,,,,40,,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,60,,,,,,,,50,35,,,,0,,,51,,3,,,,,,,10,,,,0,,,,,,,10,,,,,,,,,,,,,60,,,,,30,,,,,,,,,,,,25,,40,,,,,,,,,,,,,,,,,,0,20,5,,70,,,,,15,,,,,,51,,,,,40,,0,,,,,,25,,,,,10,,,,,,,,,,,,,,,,,,,,19,,,,,White,Male,Democrat
206,,,,0,,,,,,,,,,,,,,0,,,,,,,,,0,,95,25,,,,,,,,5,,60,,,5,,,,,,,15,,10,,,,,,,,,,,,,,,,,,,,9,,0,,85,,,,7,,,,,,,,,70,,,,,,,,,,,,,,,,12,,0,,,35,,,,,,82,,,,50,,,,,,,,90,,75,,,,,,,,,,10,,,,,,,,,,,,60,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,65,,,,,,24,,,,,,90,,,,65,,,,,,,55,,,,4,,,,,,55,,,,,70,,,25,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,60,,,,White,Male,Democrat
207,,0,,,,,30,,,,56,,38,81,,,,,,20,62,,,79,,,,,,,,25,,,,,55,,,64,,,,,,,,,15,,,,61,,,,,,,,,67,,,59,,,55,,,,,,,,,,,,,56,,,,,16,,,,,,44,,,,,,,,,,,,,,46,,,,31,,,,85,,92,,,,,34,,,85,,,,,56,,,,,70,,,,91,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,31,0,,,,,,,70,,,,72,,,,,,,,,,,,,,,70,,,,,,,,,,37,,,,,,37,,,,,,,,,,,0,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,64,,,,,,,,,62,,,,,,,,,,,,,,,,62,,,0,,39,,White,Male,Democrat
209,,0,15,,,,,,,,,,,,5,,,,,,,,,,,96,58,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,39,,,,,,27,,,,,,,,58,,,,,,,,32,,,0,,,,,,28,,,,17,,,11,,,,,,53,,,,,,,,,,,,73,,,,92,8,,,84,89,16,0,,,,,,,,,51,,82,,,,,,,,,,,,,,,,,,,,14,100,,97,,,,78,,,,,,,,,,,,,,,,,20,,,,,40,,,,,,,,,67,,,,29,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,19,,,0,,25,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White,Male,Democrat
2,,,,,100,,,,64,,,,,74,,,25,,,,,,,,,26,,,,,100,,,,,,,,,,0,,,,,,,,,,,67,,,72,,77,61,22,39,,,,,,,,100,,,75,,,22,,,,,,,,,,37,,,,,84,,,,,,,,77,57,,,,100,,,,,,,,23,,,60,,,,,,,,,,,,,,,46,,,,40,,,,,,86,,,,,,,,,63,,,71,,,,,,,,,,,,,,,,,,,,,62,,,,100,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,68,,,,,,,,,,,,,,,45,,,,,,,43,100,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White,Other,Democrat
120,,,,,,,19,,,,,,,,,,,,59,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,51,,51,,,,,,35,14,,50,,,,,,,,,,,70,,,,,28,,,,,,,,,,,95,,,,,,,72,,,82,,,8,51,,,,,,,,30,,,,,,,,,,,41,,,,,,,,,,,,,,48,,,,,,60,,,,,,,,,,,,,,,,,,,92,,,,74,,,,,,,,91,,,68,,44,,98,,,85,,,,,,72,,,,,81,83,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,51,,,,,,,30,,74,,,,,,,,,,,,,,,,82,12,59,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White,Other,Democrat
139,,,,,,,,,,,,,,,,,,,,0,,,,78,,82,12,0,,,,,,,,100,,,,,,,,,,,,,,,,0,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,0,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,83,86,,,,75,,,,,,,74,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,78,,0,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,100,,,,,White,Other,Democrat
170,,,,,,85,,,,56,,,,,,,44,,19,,,,,,29,,,,,,,20,32,,82,28,15,,,44,,,,26,,,,,10,71,,,,,,,,,,,,,,,26,,,60,,,,,,,17,,29,,,,,,,,,,,,79,,,,,,,,,,,24,,,,34,,,,66,,,,,,,,,,,,,,30,,75,,,,,,82,,40,,,,,,,,,,,,,,,,79,,41,,,,,,93,,,,,,,,,,,,,9,,,,90,,,,,,,,,,,,,,45,,,,,,72,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,79,,,,,93,,,,,,,,,,,,White,Other,Democrat
70,,,,55,,,52,,,,,,,,,,,,,,,,,,14,,29,79,,,92,,88,,65,,30,,,,,,,,,,,,,,,,100,,75,,32,,36,,,69,,,,56,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,92,,,,,,69,,,,,,,,,,65,,,,,74,,,,,,,,,75,,,,,,,,53,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,88,,,,66,20,,,71,,,89,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,73,,57,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,Asian,Female,Other
108,,,,,,30,,65,,,,,,,,60,,,,,85,,,,,,,,,,75,,,,,,,,,75,,,,,,,,,85,,,75,95,,,,,,,,,,,,,,,75,,80,,,,,,,,,,,,,,,,,,,,,,,,,,90,,60,,65,,,,85,,,70,,,,,,,,,,,,,,,80,,,,,85,70,,,,,,,,,,95,,90,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,90,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,60,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,70,,,70,,,,,,,,,,,,,,,Asian,Female,Other
135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,100,,,,,,,,39,64,,,,83,,,11,,,,,,43,54,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,82,,53,,,,,,,,,,,,,,,58,,,69,,,,,,,40,25,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,71,,,,91,,,,,,,,,45,,,70,,,100,70,,,,87,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,58,,,,76,,,,61,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,43,,,56,,,Asian,Female,Other
74,94,,,,,57,,,,,,,,,,20,,,16,,,,,,,,,,,,,,,,,,,,82,59,,,,,,,,,,,,,,,18,,,33,,,,,,,,,,58,,,,,,,,,,,,,36,,,,,,,,70,,20,,,,,,,,,,,,,,,27,,,,,,41,,63,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,60,,,,,,,,,,41,,,,,,,,,,,,,,,,,,7,,,,,,,,67,,54,,,,72,,,21,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,58,,,40,,,,,,,,,,,18,,,58,,,,,,,,,,,,Asian,Male,Other
128,,,,0,,,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,0,10,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,,,,,,0,85,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,0,0,,0,,0,,,,,,,,0,,,,,,90,0,,70,,,,,70,,0,,,,,,,,,40,,,,,,,,,,,,,,,100,,,,0,,,,,80,,,,0,,,,,,,,,,,,,,,20,,,,,90,,,,,,20,,,,,,,,,,,,,0,,,,,,,,,90,,,,,,0,,,,,,,,,,,80,,,,,,0,,,,,,30,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,Asian,Male,Other
137,,46,,,,,,,30,,,,,,,,,,,,,,,,,,,,,51,,,30,,,,,,,,,,,,,64,,,,,54,,63,,,,,42,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,45,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,66,,,,,,65,,,,,,55,53,,,61,,,11,,,,,,,,,,13,57,,,65,,72,,61,,,,,,,,60,,,63,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,66,,,,,,,,,,,,,,,,,5,,,62,,,,,,,,,52,,,71,,,,,50,,54,,,,,,,,,,,,,,35,,,,,,,,,,,,,,Asian,Male,Other
181,90,,,0,58,,,,,,,,0,,61,,,,,,,,,,,80,,20,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,90,40,,,,,,,,,,,,,,,,60,,,,,25,,,25,,,,,,30,28,50,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,70,,,,,75,,70,,,22,,,,,,,,,64,,,,,,,80,,,,80,,,,,,,85,78,,,,,,22,60,,,,,,,,,,40,,,,,,,,,,,60,,,,,,80,,,,,,,,,25,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,34,,75,,80,,,,,,,0,,,,60,,,,,,,,,,76,70,,,,,,,,,,,,,,,,,,,,,Asian,Male,Other
183,,,50,,50,,,,,,,60,,,70,,60,,,,60,,,70,,,,,,75,50,,,,,,,50,,75,,90,,,,,50,90,,,,,,,,,,,,,50,,40,90,,,,,,,,,,50,,90,,50,,,,,,,50,,60,,,,,,,,,,50,,,,,,,,,,,,50,50,,,,,,,,,90,,,,,,,,,,,,,80,80,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,50,,,90,,,,,50,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,85,,,,,,,50,80,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,70,,50,,,,,,,,,,50,,,,,60,,,,,,,,,,,50,,,95,,,,,,,,,,,,80,,,,,,,75,,,,,90,,,,,,Asian,Male,Other
184,,0,,,10,,,,,0,,,,,,,,,0,,,,0,,,,,,,,,,60,,,,,0,,,,65,,,80,,,,,,50,,,,,,,,0,35,,,,,40,,,,,0,,,,,,,,,,,,,,,,0,,,,20,,,,,25,,,,50,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,60,,,,,,66,0,,,,,,,,,,,,,35,,,,,,75,,,80,,10,,,60,,0,20,35,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,30,,,,,,,,,,,,,,,,0,,,,,,,,40,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,85,,,,,,,40,,60,,,,,,,60,,,,,Asian,Male,Other
188,,,,,,,,,41,,,,0,,,,,,11,55,,,,,,,,17,,,,,,,,,20,40,,,,,,,,,,50,,,,,,61,,,40,,,,,,,,,,,,,,68,,,,,62,,,47,,,,,,,,,,33,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,66,,,,,,,,,77,,81,,,51,55,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,71,,52,62,,,,,,,,30,,,,,,,,,,,,,,,66,,,,,,,,,,,,41,43,,,,,,,,,,64,,,,,,,,,,,,,,,,,,64,,,,,,,,51,,39,,,,,,,,,,,,,,61,,,61,,,,,92,,,,,,,,,,,,,,,,,Asian,Male,Other
50,,,,,91,0,39,,,,,,,87,,,,,33,,82,,,,,,,,,,,,,,,,,,,,40,,65,49,,,,,,,,40,,,,,,39,,,,,52,91,,0,,,,,90,,,,,,,,,,,72,,,,,,60,,,,,,,,,,,,,,,,,,,,81,39,,,,60,,,,,,,,,,,,,,91,10,61,,,,,,,,,,,,,,,,,,,,,51,,23,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,29,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,61,,,,,,,,81,,,,,,,,,,,,,,,,,,0,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black or African American,Female,Other
115,,,,,,0,,,,0,,,,,,,100,,,0,,,0,,,,,0,,0,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,0,,,,,,,,,,,,,,,,100,,,,,0,0,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,100,,,,,0,,,,,,,,,,0,,,,,,,,,,,,100,,,,0,,,,,,,,,,,,,,,,,,66,,,0,,,,,,0,,,Black or African American,Female,Other
130,,,,,86,,17,,,,,70,,,,,,,,,,,,,,,,,,,,,,,70,,,,70,,66,,,,,,72,70,,,,,,34,,,,,,85,,,,,,,,,,68,,,,,60,81,,,75,,45,,,,,,,,,61,,,,,,,,,,,,,32,68,,,,94,,,,,,,,,,,,,,,,,21,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,80,,78,,,,,,,,,,,,90,,70,,,,,,,,70,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,90,36,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,30,,,,,Black or African American,Female,Other
158,,,,,,,7,,,,1,,,13,,0,2,,,,,2,1,,,,,,12,,,0,,,4,,,,1,,,,,7,,,,,,,,,0,,,,,,,,3,,,,,9,,,5,,,,3,,,,,,,,7,,,,,,,,,,,,,,,,,,,2,31,,,,,,,,,,,,,,,,,1,,0,,,17,,,19,,,,,,,,,2,,,,,,,,,,,,,,,,,69,,,,,,,,,,15,,,,39,,,,,,,,,,,0,,,,,,,,,5,,1,,7,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,6,,0,,,,,,,,,0,,61,,,,,,,4,,,,,,12,2,,,3,,,,,,,,,,,,,,,,,,0,,,,4,,,,,,,,,,,44,,Black or African American,Female,Other
194,,,,30,,,,,,,,,,,,,,,,76,,52,,,,,,52,,,,,75,,,,,,1,,,,,,,5,,,,,,,100,,,2,,,,94,28,40,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,49,,86,,,,,,,,,,,,,93,,,,,,29,,50,,100,,,,,,,,,,,,,0,,,,,88,,,,,,,,,60,,56,,,,,,,75,,,,,,,,,,,,15,,,,,,,,,,,,73,,23,,,,,,,,,,,45,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,70,,2,54,,,,32,,,,,,,88,,,,,,0,,80,,,,,,67,,,,,,,,,,,,,,,,,,50,,100,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,Black or African American,Female,Other
195,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,100,,,0,,,,,,,,,16,,,,,,,,,,40,,,,,19,,0,0,,,,5,,0,0,,,,,78,,,,0,,,,,,,51,,,,0,,,,,,,,0,,,,,,0,0,,,,,0,,,,5,,,0,,,,,,,,,,,,,,,,,56,8,,,,51,,,,,,,,,17,,,,,,,,,,,,,,,,,0,,,,,,,,,16,,,,,,,,0,,,,31,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,51,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,,,,,90,,,,,,,,,,,25,,,,,,Black or African American,Female,Other
